occ_code,fips,emp,source_tag
29-2042,32,1530,real:OEWS_May2025_state; renormalized to national
29-2042,33,1010,real:OEWS_May2025_state; renormalized to national
29-2042,34,6120,real:OEWS_May2025_state; renormalized to national
29-2042,35,1260,real:OEWS_May2025_state; renormalized to national
29-2042,36,14840,real:OEWS_May2025_state; renormalized to national
29-2042,37,6680,real:OEWS_May2025_state; renormalized to national
29-2042,38,760,real:OEWS_May2025_state; renormalized to national
29-2042,39,5560,real:OEWS_May2025_state; renormalized to national
29-2042,40,2410,real:OEWS_May2025_state; renormalized to national
29-2042,41,1970,real:OEWS_May2025_state; renormalized to national
29-2042,42,10160,real:OEWS_May2025_state; renormalized to national
29-2042,44,430,real:OEWS_May2025_state; renormalized to national
29-2042,45,4010,real:OEWS_May2025_state; renormalized to national
29-2042,46,600,real:OEWS_May2025_state; renormalized to national
29-2042,47,3860,real:OEWS_May2025_state; renormalized to national
29-2042,48,12770,real:OEWS_May2025_state; renormalized to national
29-2042,49,1280,real:OEWS_May2025_state; renormalized to national
29-2042,50,790,real:OEWS_May2025_state; renormalized to national
29-2042,51,4490,real:OEWS_May2025_state; renormalized to national
29-2042,53,2940,real:OEWS_May2025_state; renormalized to national
29-2042,54,900,real:OEWS_May2025_state; renormalized to national
29-2042,55,3930,real:OEWS_May2025_state; renormalized to national
29-2042,56,400,real:OEWS_May2025_state; renormalized to national
29-2043,01,1699,real:OEWS_May2025_state; renormalized to national
29-2043,02,310,real:OEWS_May2025_state; renormalized to national
29-2043,04,2199,real:OEWS_May2025_state; renormalized to national
29-2043,05,1170,real:OEWS_May2025_state; renormalized to national
29-2043,06,5188,real:OEWS_May2025_state; renormalized to national
29-2043,08,2109,real:OEWS_May2025_state; renormalized to national
29-2043,09,1000,real:OEWS_May2025_state; renormalized to national
29-2043,10,340,real:OEWS_May2025_state; renormalized to national
29-2043,11,90,real:OEWS_May2025_state; renormalized to national
29-2043,12,6968,real:OEWS_May2025_state; renormalized to national
29-2043,13,3249,real:OEWS_May2025_state; renormalized to national
29-2043,15,140,real:OEWS_May2025_state; renormalized to national
29-2043,16,440,real:OEWS_May2025_state; renormalized to national
29-2043,17,3889,real:OEWS_May2025_state; renormalized to national
29-2043,18,2679,real:OEWS_May2025_state; renormalized to national
29-2043,19,1170,real:OEWS_May2025_state; renormalized to national
29-2043,20,1030,real:OEWS_May2025_state; renormalized to national
29-2043,21,1799,real:OEWS_May2025_state; renormalized to national
29-2043,22,2039,real:OEWS_May2025_state; renormalized to national
29-2043,23,470,real:OEWS_May2025_state; renormalized to national
29-2043,24,1909,real:OEWS_May2025_state; renormalized to national
29-2043,25,1859,real:OEWS_May2025_state; renormalized to national
29-2043,26,2749,real:OEWS_May2025_state; renormalized to national
29-2043,27,1690,real:OEWS_May2025_state; renormalized to national
29-2043,28,1150,real:OEWS_May2025_state; renormalized to national
29-2043,29,3299,real:OEWS_May2025_state; renormalized to national
29-2043,30,300,real:OEWS_May2025_state; renormalized to national
29-2043,31,490,real:OEWS_May2025_state; renormalized to national
29-2043,32,950,real:OEWS_May2025_state; renormalized to national
29-2043,33,420,real:OEWS_May2025_state; renormalized to national
29-2043,34,540,real:OEWS_May2025_state; renormalized to national
29-2043,35,810,real:OEWS_May2025_state; renormalized to national
29-2043,36,6108,real:OEWS_May2025_state; renormalized to national
29-2043,37,5658,real:OEWS_May2025_state; renormalized to national
29-2043,38,220,real:OEWS_May2025_state; renormalized to national
29-2043,39,3599,real:OEWS_May2025_state; renormalized to national
29-2043,40,1590,real:OEWS_May2025_state; renormalized to national
29-2043,41,1210,real:OEWS_May2025_state; renormalized to national
29-2043,42,4749,real:OEWS_May2025_state; renormalized to national
29-2043,44,160,real:OEWS_May2025_state; renormalized to national
29-2043,45,2249,real:OEWS_May2025_state; renormalized to national
29-2043,46,280,real:OEWS_May2025_state; renormalized to national
29-2043,47,3709,real:OEWS_May2025_state; renormalized to national
29-2043,48,8407,real:OEWS_May2025_state; renormalized to national
29-2043,49,960,real:OEWS_May2025_state; renormalized to national
29-2043,50,190,real:OEWS_May2025_state; renormalized to national
29-2043,51,1959,real:OEWS_May2025_state; renormalized to national
29-2043,53,2109,real:OEWS_May2025_state; renormalized to national
29-2043,54,1090,real:OEWS_May2025_state; renormalized to national
29-2043,55,1989,real:OEWS_May2025_state; renormalized to national
29-2043,56,230,real:OEWS_May2025_state; renormalized to national
29-2051,04,371,real:OEWS_May2025_state; renormalized to national
29-2051,05,211,real:OEWS_May2025_state; renormalized to national
29-2051,06,6328,real:OEWS_May2025_state; renormalized to national
29-2051,08,231,real:OEWS_May2025_state; renormalized to national
29-2051,09,331,real:OEWS_May2025_state; renormalized to national
29-2051,10,150,real:OEWS_May2025_state; renormalized to national
29-2051,11,191,real:OEWS_May2025_state; renormalized to national
29-2051,12,2427,real:OEWS_May2025_state; renormalized to national
29-2051,13,491,real:OEWS_May2025_state; renormalized to national
29-2051,15,130,real:OEWS_May2025_state; renormalized to national
29-2051,16,170,real:OEWS_May2025_state; renormalized to national
29-2051,17,592,real:OEWS_May2025_state; renormalized to national
29-2051,18,692,real:OEWS_May2025_state; renormalized to national
29-2051,19,351,real:OEWS_May2025_state; renormalized to national
29-2051,20,140,real:OEWS_May2025_state; renormalized to national
29-2051,21,431,real:OEWS_May2025_state; renormalized to national
29-2051,22,191,real:OEWS_May2025_state; renormalized to national
29-2051,23,40,real:OEWS_May2025_state; renormalized to national
29-2051,24,1675,real:OEWS_May2025_state; renormalized to national
29-2051,25,913,real:OEWS_May2025_state; renormalized to national
29-2051,26,3069,real:OEWS_May2025_state; renormalized to national
29-2051,27,170,real:OEWS_May2025_state; renormalized to national
29-2051,28,120,real:OEWS_May2025_state; renormalized to national
29-2051,29,291,real:OEWS_May2025_state; renormalized to national
29-2051,30,100,real:OEWS_May2025_state; renormalized to national
29-2051,31,100,real:OEWS_May2025_state; renormalized to national
29-2051,32,371,real:OEWS_May2025_state; renormalized to national
29-2051,33,231,real:OEWS_May2025_state; renormalized to national
29-2051,34,401,real:OEWS_May2025_state; renormalized to national
29-2051,35,100,real:OEWS_May2025_state; renormalized to national
29-2051,36,1585,real:OEWS_May2025_state; renormalized to national
29-2051,37,1304,real:OEWS_May2025_state; renormalized to national
29-2051,38,90,real:OEWS_May2025_state; renormalized to national
29-2051,39,662,real:OEWS_May2025_state; renormalized to national
29-2051,40,130,real:OEWS_May2025_state; renormalized to national
29-2051,41,60,real:OEWS_May2025_state; renormalized to national
29-2051,42,2307,real:OEWS_May2025_state; renormalized to national
29-2051,44,50,real:OEWS_May2025_state; renormalized to national
29-2051,45,451,real:OEWS_May2025_state; renormalized to national
29-2051,47,231,real:OEWS_May2025_state; renormalized to national
29-2051,48,1364,real:OEWS_May2025_state; renormalized to national
29-2051,49,893,real:OEWS_May2025_state; renormalized to national
29-2051,51,461,real:OEWS_May2025_state; renormalized to national
29-2051,53,291,real:OEWS_May2025_state; renormalized to national
29-2051,54,261,real:OEWS_May2025_state; renormalized to national
29-2051,55,411,real:OEWS_May2025_state; renormalized to national
29-2052,01,8510,real:OEWS_May2025_state; renormalized to national
29-2052,02,800,real:OEWS_May2025_state; renormalized to national
29-2052,04,12970,real:OEWS_May2025_state; renormalized to national
29-2052,05,4560,real:OEWS_May2025_state; renormalized to national
29-2052,06,39860,real:OEWS_May2025_state; renormalized to national
29-2052,08,6010,real:OEWS_May2025_state; renormalized to national
29-2052,09,5200,real:OEWS_May2025_state; renormalized to national
29-2052,10,1480,real:OEWS_May2025_state; renormalized to national
29-2052,11,1130,real:OEWS_May2025_state; renormalized to national
29-2052,12,38460,real:OEWS_May2025_state; renormalized to national
29-2052,13,14680,real:OEWS_May2025_state; renormalized to national
29-2052,15,1540,real:OEWS_May2025_state; renormalized to national
29-2052,16,2950,real:OEWS_May2025_state; renormalized to national
29-2052,17,21340,real:OEWS_May2025_state; renormalized to national
29-2052,18,10790,real:OEWS_May2025_state; renormalized to national
29-2052,19,4630,real:OEWS_May2025_state; renormalized to national
29-2052,20,4270,real:OEWS_May2025_state; renormalized to national
29-2052,21,8870,real:OEWS_May2025_state; renormalized to national
29-2052,22,6700,real:OEWS_May2025_state; renormalized to national
29-2052,23,2070,real:OEWS_May2025_state; renormalized to national
29-2052,24,7990,real:OEWS_May2025_state; renormalized to national
29-2052,25,10150,real:OEWS_May2025_state; renormalized to national
29-2052,26,14240,real:OEWS_May2025_state; renormalized to national
29-2052,27,7340,real:OEWS_May2025_state; renormalized to national
29-2052,28,4040,real:OEWS_May2025_state; renormalized to national
29-2052,29,12610,real:OEWS_May2025_state; renormalized to national
29-2052,30,1340,real:OEWS_May2025_state; renormalized to national
29-2052,31,2660,real:OEWS_May2025_state; renormalized to national
29-2052,32,4070,real:OEWS_May2025_state; renormalized to national
29-2052,33,1970,real:OEWS_May2025_state; renormalized to national
29-2052,34,14020,real:OEWS_May2025_state; renormalized to national
29-2052,35,2550,real:OEWS_May2025_state; renormalized to national
29-2052,36,24400,real:OEWS_May2025_state; renormalized to national
29-2052,37,17260,real:OEWS_May2025_state; renormalized to national
29-2052,38,890,real:OEWS_May2025_state; renormalized to national
29-2052,39,17820,real:OEWS_May2025_state; renormalized to national
29-2052,40,5500,real:OEWS_May2025_state; renormalized to national
29-2052,41,4320,real:OEWS_May2025_state; renormalized to national
29-2052,42,18880,real:OEWS_May2025_state; renormalized to national
29-2052,44,1540,real:OEWS_May2025_state; renormalized to national
29-2052,45,8070,real:OEWS_May2025_state; renormalized to national
29-2052,46,1230,real:OEWS_May2025_state; renormalized to national
29-2052,47,11870,real:OEWS_May2025_state; renormalized to national
29-2052,48,41740,real:OEWS_May2025_state; renormalized to national
29-2052,49,5030,real:OEWS_May2025_state; renormalized to national
29-2052,50,760,real:OEWS_May2025_state; renormalized to national
29-2052,51,10720,real:OEWS_May2025_state; renormalized to national
29-2052,53,8150,real:OEWS_May2025_state; renormalized to national
29-2052,54,3560,real:OEWS_May2025_state; renormalized to national
29-2052,55,9540,real:OEWS_May2025_state; renormalized to national
29-2052,56,600,real:OEWS_May2025_state; renormalized to national
29-2053,01,3292,real:OEWS_May2025_state; renormalized to national
29-2053,02,340,real:OEWS_May2025_state; renormalized to national
29-2053,04,8165,real:OEWS_May2025_state; renormalized to national
29-2053,05,1901,real:OEWS_May2025_state; renormalized to national
29-2053,06,14109,real:OEWS_May2025_state; renormalized to national
29-2053,08,1741,real:OEWS_May2025_state; renormalized to national
29-2053,09,1041,real:OEWS_May2025_state; renormalized to national
29-2053,10,350,real:OEWS_May2025_state; renormalized to national
29-2053,11,380,real:OEWS_May2025_state; renormalized to national
29-2053,12,12718,real:OEWS_May2025_state; renormalized to national
29-2053,13,5564,real:OEWS_May2025_state; renormalized to national
29-2053,15,2061,real:OEWS_May2025_state; renormalized to national
29-2053,16,781,real:OEWS_May2025_state; renormalized to national
29-2053,17,9416,real:OEWS_May2025_state; renormalized to national
29-2053,18,6794,real:OEWS_May2025_state; renormalized to national
29-2053,19,691,real:OEWS_May2025_state; renormalized to national
29-2053,20,1671,real:OEWS_May2025_state; renormalized to national
29-2053,21,911,real:OEWS_May2025_state; renormalized to national
29-2053,22,2422,real:OEWS_May2025_state; renormalized to national
29-2053,23,620,real:OEWS_May2025_state; renormalized to national
29-2053,24,680,real:OEWS_May2025_state; renormalized to national
29-2053,25,5343,real:OEWS_May2025_state; renormalized to national
29-2053,26,4853,real:OEWS_May2025_state; renormalized to national
29-2053,27,3552,real:OEWS_May2025_state; renormalized to national
29-2053,28,931,real:OEWS_May2025_state; renormalized to national
29-2053,29,4453,real:OEWS_May2025_state; renormalized to national
29-2053,30,310,real:OEWS_May2025_state; renormalized to national
29-2053,31,1391,real:OEWS_May2025_state; renormalized to national
29-2053,32,2061,real:OEWS_May2025_state; renormalized to national
29-2053,33,260,real:OEWS_May2025_state; renormalized to national
29-2053,34,2522,real:OEWS_May2025_state; renormalized to national
29-2053,35,660,real:OEWS_May2025_state; renormalized to national
29-2053,36,2041,real:OEWS_May2025_state; renormalized to national
29-2053,37,5954,real:OEWS_May2025_state; renormalized to national
29-2053,38,270,real:OEWS_May2025_state; renormalized to national
29-2053,39,3953,real:OEWS_May2025_state; renormalized to national
29-2053,40,821,real:OEWS_May2025_state; renormalized to national
29-2053,41,1251,real:OEWS_May2025_state; renormalized to national
29-2053,42,10347,real:OEWS_May2025_state; renormalized to national
29-2053,44,991,real:OEWS_May2025_state; renormalized to national
29-2053,45,560,real:OEWS_May2025_state; renormalized to national
29-2053,47,3812,real:OEWS_May2025_state; renormalized to national
