occ_code,title,major_group,cluster_id,cluster_title,emp_national,wage_mean_annual,wage_p10_annual,wage_median_annual,baseline_growth_10y,source_tag,eloundou_beta,n_tasks,growth_match_level,wage_imputed,beta_imputed,cluster_size,cluster_rule
33-9093,Transportation Security Screeners,33,c222,Transportation Security Screeners,50290,64310.0,44700.0,66770.0,0.002,partial:OEWS_May2025;EP_2020-30,0.245,26,detailed,0,0,1,single
33-9094,School Bus Monitors,33,c221,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers (+2)",78420,35150.0,28130.0,35100.0,0.142,partial:OEWS_May2025;EP_2020-30,0.18055555555555552,18,broad,0,0,3,merged
33-9099,"Protective Service Workers, All Other",33,c223,"Protective Service Workers, All Other (+1)",81500,48070.0,32470.0,42540.0,0.142,partial:OEWS_May2025;EP_2020-30,0.3597560975609756,21,broad,0,0,2,merged
35-1011,Chefs and Head Cooks,35,c224,Chefs and Head Cooks,200040,66700.0,37900.0,62470.0,0.253,partial:OEWS_May2025;EP_2020-30,0.26190476190476186,21,detailed,0,0,1,single
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,35,c225,First-Line Supervisors of Food Preparation and Serving Workers,1223240,46180.0,29940.0,44080.0,0.20800000000000002,partial:OEWS_May2025;EP_2020-30,0.38333333333333336,26,detailed,0,0,1,anchor
35-2011,"Cooks, Fast Food",35,c226,"Cooks, Fast Food",641070,32390.0,22580.0,30890.0,-0.021,partial:OEWS_May2025;EP_2020-30,0.013157894736842105,19,detailed,0,0,1,anchor
35-2012,"Cooks, Institution and Cafeteria",35,c227,"Cooks, Institution and Cafeteria",441050,38810.0,28480.0,37450.0,0.068,partial:OEWS_May2025;EP_2020-30,0.10344827586206896,17,detailed,0,0,1,anchor
35-2013,"Cooks, Private Household",35,c228,"Cooks, Private Household",1100,53680.0,36090.0,47940.0,0.021,partial:OEWS_May2025;EP_2020-30,0.26,13,detailed,0,0,1,single
35-2014,"Cooks, Restaurant",35,c229,"Cooks, Restaurant",1409890,38730.0,28700.0,37390.0,0.489,partial:OEWS_May2025;EP_2020-30,0.10810810810810811,20,detailed,0,0,1,anchor
35-2015,"Cooks, Short Order",35,c230,"Cooks, Short Order (+1)",138650,36120.0,23440.0,35880.0,0.096,partial:OEWS_May2025;EP_2020-30,0.0,11,detailed,0,0,2,merged
35-2019,"Cooks, All Other",35,c230,"Cooks, Short Order (+1)",19350,39150.0,27040.0,37690.0,0.14,partial:OEWS_May2025;EP_2020-30,0.06513605049232167,0,detailed,0,1,2,merged
35-2021,Food Preparation Workers,35,c231,Food Preparation Workers,893600,35290.0,25810.0,35320.0,0.064,partial:OEWS_May2025;EP_2020-30,0.041666666666666664,31,detailed,0,0,1,anchor
35-3011,Bartenders,35,c232,Bartenders,756390,40790.0,20110.0,34340.0,0.325,partial:OEWS_May2025;EP_2020-30,0.16666666666666666,20,detailed,0,0,1,anchor
35-3023,Fast Food and Counter Workers,35,c233,Fast Food and Counter Workers,3854050,32150.0,22840.0,31200.0,0.15,partial:OEWS_May2025;EP_2020-30,0.10622258771929824,47,detailed,0,0,1,anchor
35-3031,Waiters and Waitresses,35,c234,Waiters and Waitresses,2270910,40060.0,18100.0,35230.0,0.201,partial:OEWS_May2025;EP_2020-30,0.2040816326530612,25,detailed,0,0,1,anchor
35-3041,"Food Servers, Nonrestaurant",35,c235,"Food Servers, Nonrestaurant",293900,36140.0,28030.0,35360.0,0.138,partial:OEWS_May2025;EP_2020-30,0.12037037037037036,14,detailed,0,0,1,single
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,35,c236,Dining Room and Cafeteria Attendants and Bartender Helpers,542750,34230.0,21300.0,33980.0,0.266,partial:OEWS_May2025;EP_2020-30,0.0,24,detailed,0,0,1,anchor
35-9021,Dishwashers,35,c237,Dishwashers,477450,34310.0,26200.0,34810.0,0.19,partial:OEWS_May2025;EP_2020-30,0.0,13,detailed,0,0,1,anchor
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35,c238,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",432690,32690.0,22340.0,31200.0,0.253,partial:OEWS_May2025;EP_2020-30,0.2785714285714286,22,detailed,0,0,1,anchor
35-9099,"Food Preparation and Serving Related Workers, All Other",35,c239,"Food Preparation and Serving Related Workers, All Other",84630,36810.0,25470.0,35840.0,0.228,partial:OEWS_May2025;EP_2020-30,0.08707938494546755,0,detailed,0,1,1,single
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,37,c240,First-Line Supervisors of Housekeeping and Janitorial Workers (+1),178760,53320.0,35520.0,49100.0,0.059000000000000004,partial:OEWS_May2025;EP_2020-30,0.260204081632653,26,detailed,0,0,2,merged
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37,c240,First-Line Supervisors of Housekeeping and Janitorial Workers (+1),130760,60960.0,40560.0,58430.0,0.04,partial:OEWS_May2025;EP_2020-30,0.3,28,detailed,0,0,2,merged
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,c241,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2209760,38760.0,28640.0,36840.0,0.057,partial:OEWS_May2025;EP_2020-30,0.013888888888888888,23,detailed,0,0,1,anchor
37-2012,Maids and Housekeeping Cleaners,37,c242,Maids and Housekeeping Cleaners,860670,37080.0,27640.0,35510.0,0.113,partial:OEWS_May2025;EP_2020-30,0.029411764705882353,25,detailed,0,0,1,anchor
37-2019,"Building Cleaning Workers, All Other",37,c243,"Building Cleaning Workers, All Other",17210,46420.0,32370.0,44040.0,0.035,partial:OEWS_May2025;EP_2020-30,0.02460667596681943,0,detailed,0,1,1,single
37-2021,Pest Control Workers,37,c244,Pest Control Workers,102620,46400.0,34680.0,45250.0,0.095,partial:OEWS_May2025;EP_2020-30,0.23958333333333331,15,detailed,0,0,1,single
37-3011,Landscaping and Groundskeeping Workers,37,c245,Landscaping and Groundskeeping Workers,952640,42290.0,31150.0,39150.0,0.076,partial:OEWS_May2025;EP_2020-30,0.024390243902439025,27,detailed,0,0,1,anchor
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",37,c246,Tree Trimmers and Pruners (+2),27050,47070.0,35570.0,46340.0,0.083,partial:OEWS_May2025;EP_2020-30,0.05555555555555555,10,detailed,0,0,3,merged
37-3013,Tree Trimmers and Pruners,37,c246,Tree Trimmers and Pruners (+2),55160,55970.0,37940.0,50960.0,0.061,partial:OEWS_May2025;EP_2020-30,0.06097560975609756,26,detailed,0,0,3,merged
37-3019,"Grounds Maintenance Workers, All Other",37,c246,Tree Trimmers and Pruners (+2),13630,48830.0,31650.0,46860.0,0.086,partial:OEWS_May2025;EP_2020-30,0.026825539920382176,0,detailed,0,1,3,merged
39-1013,First-Line Supervisors of Gambling Services Workers,39,c247,First-Line Supervisors of Gambling Services Workers,26010,64830.0,41400.0,63820.0,0.214,partial:OEWS_May2025;EP_2020-30,0.38461538461538464,30,detailed,0,0,1,single
39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39,c248,First-Line Supervisors of Personal Service Workers (+1),103190,53550.0,34760.0,48560.0,0.239,partial:OEWS_May2025;EP_2020-30,0.35526315789473684,19,minor,0,0,2,merged
39-1022,First-Line Supervisors of Personal Service Workers,39,c248,First-Line Supervisors of Personal Service Workers (+1),114110,52360.0,34010.0,48590.0,0.239,partial:OEWS_May2025;EP_2020-30,0.3879310344827586,17,minor,0,0,2,merged
39-2011,Animal Trainers,39,c249,Animal Trainers,18770,47020.0,29600.0,39990.0,0.285,partial:OEWS_May2025;EP_2020-30,0.12068965517241378,19,detailed,0,0,1,single
39-2021,Animal Caretakers,39,c250,Animal Caretakers,266910,37300.0,27250.0,35360.0,0.344,partial:OEWS_May2025;EP_2020-30,0.22727272727272727,22,detailed,0,0,1,single
39-3011,Gambling Dealers,39,c251,"Ushers, Lobby Attendants, and Ticket Takers (+6)",83910,42550.0,24040.0,34320.0,0.24,partial:OEWS_May2025;EP_2020-30,0.14189189189189189,21,detailed,0,0,7,merged
39-3012,Gambling and Sports Book Writers and Runners,39,c251,"Ushers, Lobby Attendants, and Ticket Takers (+6)",8950,36450.0,22090.0,34980.0,0.285,partial:OEWS_May2025;EP_2020-30,0.25,22,detailed,0,0,7,merged
39-3019,"Gambling Service Workers, All Other",39,c251,"Ushers, Lobby Attendants, and Ticket Takers (+6)",14140,41380.0,23160.0,36310.0,0.272,partial:OEWS_May2025;EP_2020-30,0.24299175981555662,0,detailed,0,1,7,merged
39-3021,Motion Picture Projectionists,39,c251,"Ushers, Lobby Attendants, and Ticket Takers (+6)",1480,51480.0,23390.0,38270.0,0.705,partial:OEWS_May2025;EP_2020-30,0.12878787878787878,22,detailed,0,0,7,merged
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",39,c251,"Ushers, Lobby Attendants, and Ticket Takers (+6)",121770,33080.0,23560.0,32910.0,0.618,partial:OEWS_May2025;EP_2020-30,0.17142857142857143,23,detailed,0,0,7,merged
39-3091,Amusement and Recreation Attendants,39,c252,Amusement and Recreation Attendants,397830,32640.0,22350.0,32150.0,0.32299999999999995,partial:OEWS_May2025;EP_2020-30,0.2884615384615385,19,detailed,0,0,1,anchor
39-3092,Costume Attendants,39,c253,Costume Attendants,6510,63440.0,32150.0,50400.0,0.44299999999999995,partial:OEWS_May2025;EP_2020-30,0.25,21,detailed,0,0,1,single
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",39,c251,"Ushers, Lobby Attendants, and Ticket Takers (+6)",15560,38460.0,26590.0,36300.0,0.263,partial:OEWS_May2025;EP_2020-30,0.10483870967741934,23,detailed,0,0,7,merged
39-3099,"Entertainment Attendants and Related Workers, All Other",39,c251,"Ushers, Lobby Attendants, and Ticket Takers (+6)",7060,34980.0,23310.0,32640.0,0.354,partial:OEWS_May2025;EP_2020-30,0.24299175981555662,0,detailed,0,1,7,merged
39-4011,Embalmers,39,c256,"Morticians, Undertakers, and Funeral Arrangers (+1)",3890,58390.0,38310.0,58780.0,-0.006,partial:OEWS_May2025;EP_2020-30,0.04,26,detailed,0,0,2,merged
39-4012,Crematory Operators,39,c254,Crematory Operators,2970,45670.0,33270.0,43650.0,0.217,partial:OEWS_May2025;EP_2020-30,0.08333333333333333,12,major,0,0,1,single
39-4021,Funeral Attendants,39,c255,Funeral Attendants,31090,37190.0,28070.0,35680.0,0.033,partial:OEWS_May2025;EP_2020-30,0.20555555555555555,26,detailed,0,0,1,single
39-4031,"Morticians, Undertakers, and Funeral Arrangers",39,c256,"Morticians, Undertakers, and Funeral Arrangers (+1)",25100,58160.0,33350.0,55010.0,0.040999999999999995,partial:OEWS_May2025;EP_2020-30,0.12790697674418605,22,detailed,0,0,2,merged
39-5011,Barbers,39,c259,Manicurists and Pedicurists (+2),15000,47070.0,28600.0,38210.0,0.175,partial:OEWS_May2025;EP_2020-30,0.11764705882352941,20,detailed,0,0,3,merged
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",39,c257,"Hairdressers, Hairstylists, and Cosmetologists",305710,43960.0,27040.0,35790.0,0.19399999999999998,partial:OEWS_May2025;EP_2020-30,0.06578947368421052,23,detailed,0,0,1,anchor
39-5091,"Makeup Artists, Theatrical and Performance",39,c258,"Makeup Artists, Theatrical and Performance",2340,102240.0,23360.0,97150.0,0.37,partial:OEWS_May2025;EP_2020-30,0.29268292682926833,21,detailed,0,0,1,single
39-5092,Manicurists and Pedicurists,39,c259,Manicurists and Pedicurists (+2),152770,38570.0,28920.0,35760.0,0.326,partial:OEWS_May2025;EP_2020-30,0.06944444444444445,18,detailed,0,0,3,merged
39-5093,Shampooers,39,c259,Manicurists and Pedicurists (+2),8070,31980.0,23110.0,32600.0,0.298,partial:OEWS_May2025;EP_2020-30,0.10714285714285714,4,detailed,0,0,3,merged
39-5094,Skincare Specialists,39,c260,Skincare Specialists,72890,51850.0,29580.0,45330.0,0.28800000000000003,partial:OEWS_May2025;EP_2020-30,0.15151515151515152,18,detailed,0,0,1,single
39-6011,Baggage Porters and Bellhops,39,c261,Baggage Porters and Bellhops,28510,38570.0,27040.0,37080.0,0.245,partial:OEWS_May2025;EP_2020-30,0.21296296296296297,17,detailed,0,0,1,single
39-6012,Concierges,39,c262,Concierges,49240,42510.0,31620.0,38950.0,0.2,partial:OEWS_May2025;EP_2020-30,0.5833333333333333,16,detailed,0,0,1,single
39-7010,Tour and Travel Guides,39,c263,Tour and Travel Guides,53500,43720.0,28520.0,38120.0,0.29100000000000004,partial:OEWS_May2025;EP_2020-30,0.34884615384615386,36,detailed,0,0,1,single
39-9011,Childcare Workers,39,c264,Childcare Workers,518910,35030.0,24260.0,34980.0,0.085,partial:OEWS_May2025;EP_2020-30,0.24093980343980345,44,detailed,0,0,1,anchor
39-9031,Exercise Trainers and Group Fitness Instructors,39,c265,Exercise Trainers and Group Fitness Instructors,322930,52420.0,28800.0,47160.0,0.39299999999999996,partial:OEWS_May2025;EP_2020-30,0.125,22,detailed,0,0,1,anchor
39-9032,Recreation Workers,39,c266,Recreation Workers,331490,38520.0,27600.0,36560.0,0.163,partial:OEWS_May2025;EP_2020-30,0.24404761904761904,24,detailed,0,0,1,anchor
39-9041,Residential Advisors,39,c267,Residential Advisors (+1),84760,43990.0,29870.0,42240.0,0.124,partial:OEWS_May2025;EP_2020-30,0.26,30,detailed,0,0,2,merged
39-9099,"Personal Care and Service Workers, All Other",39,c267,Residential Advisors (+1),60420,40120.0,27480.0,41600.0,0.217,partial:OEWS_May2025;EP_2020-30,0.21820937105108493,0,major,0,1,2,merged
41-1011,First-Line Supervisors of Retail Sales Workers,41,c268,First-Line Supervisors of Retail Sales Workers,1121800,53380.0,33120.0,48520.0,-0.065,partial:OEWS_May2025;EP_2020-30,0.44594594594594594,21,detailed,0,0,1,anchor
41-1012,First-Line Supervisors of Non-Retail Sales Workers,41,c269,First-Line Supervisors of Non-Retail Sales Workers,214390,99370.0,50320.0,87520.0,-0.05,partial:OEWS_May2025;EP_2020-30,0.4907407407407407,18,detailed,0,0,1,single
41-2011,Cashiers,41,c270,Cashiers,3089410,33180.0,24530.0,32880.0,-0.098,partial:OEWS_May2025;EP_2020-30,0.2848837209302325,29,detailed,0,0,1,anchor
41-2012,Gambling Change Persons and Booth Cashiers,41,c272,Parts Salespersons (+1),21530,39100.0,24460.0,36220.0,0.18100000000000002,partial:OEWS_May2025;EP_2020-30,0.2857142857142857,15,detailed,0,0,2,merged
41-2021,Counter and Rental Clerks,41,c271,Counter and Rental Clerks,400810,45700.0,29800.0,41300.0,0.079,partial:OEWS_May2025;EP_2020-30,0.6048387096774193,16,detailed,0,0,1,anchor
41-2022,Parts Salespersons,41,c272,Parts Salespersons (+1),270070,43830.0,28240.0,38630.0,0.049,partial:OEWS_May2025;EP_2020-30,0.34285714285714286,19,detailed,0,0,2,merged
41-2031,Retail Salespersons,41,c273,Retail Salespersons,3897860,37310.0,27210.0,35410.0,-0.01,partial:OEWS_May2025;EP_2020-30,0.34868421052631576,24,detailed,0,0,1,anchor
41-3011,Advertising Sales Agents,41,c274,Advertising Sales Agents,91700,80670.0,35240.0,64820.0,0.031,partial:OEWS_May2025;EP_2020-30,0.6153846153846154,20,detailed,0,0,1,single
41-3021,Insurance Sales Agents,41,c275,Insurance Sales Agents,479100,81480.0,37330.0,62280.0,0.07,partial:OEWS_May2025;EP_2020-30,0.553030303030303,19,detailed,0,0,1,anchor
41-3031,"Securities, Commodities, and Financial Services Sales Agents",41,c276,"Securities, Commodities, and Financial Services Sales Agents",489570,109150.0,48040.0,78660.0,0.042,partial:OEWS_May2025;EP_2020-30,0.5625,30,detailed,0,0,1,anchor
41-3041,Travel Agents,41,c277,Travel Agents,55110,54660.0,34610.0,50160.0,0.054000000000000006,partial:OEWS_May2025;EP_2020-30,0.5625,8,detailed,0,0,1,single
41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",41,c278,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",1256010,82430.0,37980.0,69990.0,0.098,partial:OEWS_May2025;EP_2020-30,0.6,15,detailed,0,0,1,anchor
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41,c279,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",284800,119730.0,52600.0,104920.0,0.061,partial:OEWS_May2025;EP_2020-30,0.5359311740890689,49,detailed,0,0,1,single
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41,c280,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1238190,82530.0,39090.0,72080.0,0.045,partial:OEWS_May2025;EP_2020-30,0.6637931034482758,19,detailed,0,0,1,anchor
41-9011,Demonstrators and Product Promoters,41,c281,Demonstrators and Product Promoters,64520,45580.0,31200.0,39320.0,0.073,partial:OEWS_May2025;EP_2020-30,0.2628205128205128,24,detailed,0,0,1,single
41-9012,Models,41,c282,Models,3780,72800.0,34190.0,48470.0,0.114,partial:OEWS_May2025;EP_2020-30,0.31666666666666665,14,detailed,1,0,1,single
41-9021,Real Estate Brokers,41,c283,Real Estate Brokers,46100,83950.0,37110.0,73220.0,0.045,partial:OEWS_May2025;EP_2020-30,0.4609375,19,detailed,0,0,1,single
41-9022,Real Estate Sales Agents,41,c284,Real Estate Sales Agents (+2),193370,69510.0,32970.0,52830.0,0.040999999999999995,partial:OEWS_May2025;EP_2020-30,0.42410714285714285,33,detailed,0,0,3,merged
41-9031,Sales Engineers,41,c285,Sales Engineers,51790,130140.0,73870.0,124900.0,0.079,partial:OEWS_May2025;EP_2020-30,0.5227272727272727,25,detailed,0,0,1,single
41-9041,Telemarketers,41,c286,Telemarketers,58430,37370.0,27040.0,35450.0,-0.183,partial:OEWS_May2025;EP_2020-30,0.6666666666666666,12,detailed,0,0,1,single
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",41,c284,Real Estate Sales Agents (+2),2760,43850.0,32010.0,41380.0,-0.24100000000000002,partial:OEWS_May2025;EP_2020-30,0.3913043478260869,12,detailed,0,0,3,merged
41-9099,"Sales and Related Workers, All Other",41,c284,Real Estate Sales Agents (+2),93180,58510.0,29720.0,48280.0,0.017,partial:OEWS_May2025;EP_2020-30,0.48760726471186794,0,detailed,0,1,3,merged
43-1011,First-Line Supervisors of Office and Administrative Support Workers,43,c287,First-Line Supervisors of Office and Administrative Support Workers,1436680,73490.0,45610.0,69500.0,-0.015,partial:OEWS_May2025;EP_2020-30,0.5104166666666666,29,detailed,0,0,1,anchor
43-2011,"Switchboard Operators, Including Answering Service",43,c288,"Switchboard Operators, Including Answering Service",34280,42300.0,29990.0,38630.0,-0.22699999999999998,partial:OEWS_May2025;EP_2020-30,0.5564516129032258,19,detailed,0,0,1,single
43-2021,Telephone Operators,43,c289,Telephone Operators,3430,44970.0,31510.0,41740.0,-0.254,partial:OEWS_May2025;EP_2020-30,0.7236842105263157,16,detailed,0,0,1,single
43-2099,"Communications Equipment Operators, All Other",43,c290,"Communications Equipment Operators, All Other",1200,62130.0,38900.0,54680.0,0.138,partial:OEWS_May2025;EP_2020-30,0.5688832332029061,0,detailed,0,1,1,single
43-3011,Bill and Account Collectors,43,c291,Bill and Account Collectors (+2),158830,49060.0,34400.0,47030.0,-0.092,partial:OEWS_May2025;EP_2020-30,0.5625,15,detailed,0,0,3,merged
43-3021,Billing and Posting Clerks,43,c292,Billing and Posting Clerks,404060,51070.0,37290.0,48500.0,0.028999999999999998,partial:OEWS_May2025;EP_2020-30,0.5952380952380951,30,detailed,0,0,1,anchor
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",43,c293,"Bookkeeping, Accounting, and Auditing Clerks",1373680,53560.0,36000.0,50670.0,-0.03,partial:OEWS_May2025;EP_2020-30,0.5581395348837209,30,detailed,0,0,1,anchor
43-3041,Gambling Cage Workers,43,c294,Gambling Cage Workers,14430,39510.0,29100.0,37580.0,0.195,partial:OEWS_May2025;EP_2020-30,0.4193548387096774,17,detailed,0,0,1,single
43-3051,Payroll and Timekeeping Clerks,43,c295,Payroll and Timekeeping Clerks,153140,59630.0,39500.0,58260.0,-0.129,partial:OEWS_May2025;EP_2020-30,0.6621621621621623,22,detailed,0,0,1,single
43-3061,Procurement Clerks,43,c291,Bill and Account Collectors (+2),55810,52370.0,38040.0,50580.0,-0.051,partial:OEWS_May2025;EP_2020-30,0.5357142857142857,19,detailed,0,0,3,merged
43-3071,Tellers,43,c296,Tellers,329480,42350.0,34360.0,43030.0,-0.16899999999999998,partial:OEWS_May2025;EP_2020-30,0.4375,29,detailed,0,0,1,anchor
43-3099,"Financial Clerks, All Other",43,c291,Bill and Account Collectors (+2),36260,56450.0,40360.0,53830.0,0.075,partial:OEWS_May2025;EP_2020-30,0.5528446939570566,0,detailed,0,1,3,merged
43-4011,Brokerage Clerks,43,c297,Brokerage Clerks,35940,72850.0,50260.0,65750.0,-0.098,partial:OEWS_May2025;EP_2020-30,0.7833333333333333,10,detailed,0,0,1,single
43-4021,Correspondence Clerks,43,c298,Correspondence Clerks,4290,48090.0,33300.0,46800.0,-0.028999999999999998,partial:OEWS_May2025;EP_2020-30,0.8482142857142856,21,detailed,0,0,1,single
43-4031,"Court, Municipal, and License Clerks",43,c299,"Court, Municipal, and License Clerks (+3)",179750,52320.0,36300.0,48700.0,0.057999999999999996,partial:OEWS_May2025;EP_2020-30,0.6454545454545454,30,detailed,0,0,4,merged
43-4041,"Credit Authorizers, Checkers, and Clerks",43,c299,"Court, Municipal, and License Clerks (+3)",12030,51420.0,30260.0,50080.0,-0.048,partial:OEWS_May2025;EP_2020-30,0.6125,16,detailed,0,0,4,merged
43-4051,Customer Service Representatives,43,c300,Customer Service Representatives,2595750,46590.0,31750.0,44770.0,-0.012,partial:OEWS_May2025;EP_2020-30,0.6363636363636365,15,detailed,0,0,1,anchor
43-4061,"Eligibility Interviewers, Government Programs",43,c299,"Court, Municipal, and License Clerks (+3)",154800,56090.0,38900.0,54210.0,0.038,partial:OEWS_May2025;EP_2020-30,0.65,17,detailed,0,0,4,merged
43-4071,File Clerks,43,c299,"Court, Municipal, and License Clerks (+3)",73440,45590.0,31200.0,43600.0,-0.126,partial:OEWS_May2025;EP_2020-30,0.6323529411764706,19,detailed,0,0,4,merged
43-4081,"Hotel, Motel, and Resort Desk Clerks",43,c301,"Hotel, Motel, and Resort Desk Clerks",261420,35550.0,27120.0,35070.0,0.16399999999999998,partial:OEWS_May2025;EP_2020-30,0.4487179487179487,20,detailed,0,0,1,single
43-4111,"Interviewers, Except Eligibility and Loan",43,c303,Loan Interviewers and Clerks (+5),148060,47240.0,33900.0,45920.0,-0.065,partial:OEWS_May2025;EP_2020-30,0.5517241379310345,17,detailed,0,0,6,merged
43-4121,"Library Assistants, Clerical",43,c302,"Library Assistants, Clerical",85520,39370.0,27730.0,36910.0,-0.006,partial:OEWS_May2025;EP_2020-30,0.4870689655172413,33,detailed,0,0,1,single
43-4131,Loan Interviewers and Clerks,43,c303,Loan Interviewers and Clerks (+5),164790,52520.0,37330.0,50020.0,-0.024,partial:OEWS_May2025;EP_2020-30,0.546875,18,detailed,0,0,6,merged
43-4141,New Accounts Clerks,43,c303,Loan Interviewers and Clerks (+5),36860,49370.0,38180.0,47670.0,-0.16699999999999998,partial:OEWS_May2025;EP_2020-30,0.5800000000000001,15,detailed,0,0,6,merged
43-4151,Order Clerks,43,c304,Order Clerks,75200,48220.0,35530.0,46170.0,-0.182,partial:OEWS_May2025;EP_2020-30,0.6571428571428571,19,detailed,0,0,1,single
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",43,c303,Loan Interviewers and Clerks (+5),90220,52250.0,37340.0,50610.0,-0.028999999999999998,partial:OEWS_May2025;EP_2020-30,0.5431034482758621,19,detailed,0,0,6,merged
43-4171,Receptionists and Information Clerks,43,c305,Receptionists and Information Clerks,910180,39460.0,28760.0,38010.0,0.043,partial:OEWS_May2025;EP_2020-30,0.5583333333333333,19,detailed,0,0,1,anchor
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,43,c303,Loan Interviewers and Clerks (+5),118710,49630.0,32140.0,44390.0,0.129,partial:OEWS_May2025;EP_2020-30,0.4928571428571429,21,detailed,0,0,6,merged
43-4199,"Information and Record Clerks, All Other",43,c303,Loan Interviewers and Clerks (+5),134920,51490.0,33870.0,49500.0,0.051,partial:OEWS_May2025;EP_2020-30,0.5564315218546385,0,detailed,0,1,6,merged
43-5011,Cargo and Freight Agents,43,c306,Cargo and Freight Agents (+1),97670,57230.0,38340.0,52260.0,0.099,partial:OEWS_May2025;EP_2020-30,0.47805889079473984,55,detailed,0,0,2,merged
43-5021,Couriers and Messengers,43,c307,Couriers and Messengers,68640,40970.0,31550.0,39200.0,-0.08199999999999999,partial:OEWS_May2025;EP_2020-30,0.2327586206896552,17,detailed,0,0,1,single
43-5031,Public Safety Telecommunicators,43,c308,"Dispatchers, Except Police, Fire, and Ambulance (+1)",102500,56740.0,37320.0,53040.0,0.08199999999999999,partial:OEWS_May2025;EP_2020-30,0.625,18,detailed,0,0,2,merged
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",43,c308,"Dispatchers, Except Police, Fire, and Ambulance (+1)",202810,54740.0,36030.0,50340.0,0.043,partial:OEWS_May2025;EP_2020-30,0.6630434782608696,13,detailed,0,0,2,merged
43-5041,"Meter Readers, Utilities",43,c306,Cargo and Freight Agents (+1),19430,55380.0,34720.0,48150.0,-0.086,partial:OEWS_May2025;EP_2020-30,0.39583333333333326,13,detailed,0,0,2,merged
43-5051,Postal Service Clerks,43,c309,Postal Service Clerks,73720,61860.0,42600.0,62130.0,-0.078,partial:OEWS_May2025;EP_2020-30,0.2962962962962963,21,detailed,0,0,1,single
43-5052,Postal Service Mail Carriers,43,c310,Postal Service Mail Carriers,328820,62540.0,42390.0,60550.0,-0.078,partial:OEWS_May2025;EP_2020-30,0.28846153846153844,22,detailed,0,0,1,anchor
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",43,c311,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",105200,59430.0,45530.0,58470.0,-0.122,partial:OEWS_May2025;EP_2020-30,0.1125,17,detailed,0,0,1,single
43-5061,"Production, Planning, and Expediting Clerks",43,c312,"Production, Planning, and Expediting Clerks",390160,62150.0,40080.0,59650.0,0.076,partial:OEWS_May2025;EP_2020-30,0.5576923076923077,17,detailed,0,0,1,anchor
43-5071,"Shipping, Receiving, and Inventory Clerks",43,c313,"Shipping, Receiving, and Inventory Clerks",816870,46810.0,34650.0,45260.0,-0.055,partial:OEWS_May2025;EP_2020-30,0.42857142857142855,11,detailed,0,0,1,anchor
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43,c314,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",53300,47630.0,35290.0,46380.0,0.107,partial:OEWS_May2025;EP_2020-30,0.2844827586206896,22,detailed,0,0,1,single
43-6011,Executive Secretaries and Executive Administrative Assistants,43,c315,Executive Secretaries and Executive Administrative Assistants,459910,79140.0,50560.0,76590.0,-0.187,partial:OEWS_May2025;EP_2020-30,0.695945945945946,22,detailed,0,0,1,anchor
43-6012,Legal Secretaries and Administrative Assistants,43,c316,Legal Secretaries and Administrative Assistants,156280,60620.0,36500.0,55570.0,-0.21,partial:OEWS_May2025;EP_2020-30,0.7282608695652173,14,detailed,0,0,1,single
43-6013,Medical Secretaries and Administrative Assistants,43,c317,Medical Secretaries and Administrative Assistants,961610,46800.0,35930.0,45930.0,0.106,partial:OEWS_May2025;EP_2020-30,0.6388888888888888,16,detailed,0,0,1,anchor
