occ_code,title,major_group,cluster_id,cluster_title,emp_national,wage_mean_annual,wage_p10_annual,wage_median_annual,baseline_growth_10y,source_tag,eloundou_beta,n_tasks,growth_match_level,wage_imputed,beta_imputed,cluster_size,cluster_rule
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43,c318,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1706790,49350.0,33280.0,47540.0,-0.076,partial:OEWS_May2025;EP_2020-30,0.6057692307692308,32,detailed,0,0,1,anchor
43-9021,Data Entry Keyers,43,c320,Insurance Claims and Policy Processing Clerks (+2),127080,43310.0,31200.0,41340.0,-0.225,partial:OEWS_May2025;EP_2020-30,0.6964285714285714,9,detailed,0,0,3,merged
43-9022,Word Processors and Typists,43,c320,Insurance Claims and Policy Processing Clerks (+2),35010,51120.0,36810.0,49280.0,-0.36,partial:OEWS_May2025;EP_2020-30,0.6148648648648649,20,detailed,0,0,3,merged
43-9031,Desktop Publishers,43,c319,Desktop Publishers,3350,61970.0,35680.0,55290.0,-0.12300000000000001,partial:OEWS_May2025;EP_2020-30,0.564516129032258,18,detailed,0,0,1,single
43-9041,Insurance Claims and Policy Processing Clerks,43,c320,Insurance Claims and Policy Processing Clerks (+2),214260,52920.0,37560.0,49230.0,0.013999999999999999,partial:OEWS_May2025;EP_2020-30,0.6726190476190476,27,detailed,0,0,3,merged
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",43,c321,"Mail Clerks and Mail Machine Operators, Except Postal Service",55230,41650.0,30780.0,39280.0,-0.042,partial:OEWS_May2025;EP_2020-30,0.16891891891891891,29,detailed,0,0,1,single
43-9061,"Office Clerks, General",43,c322,"Office Clerks, General",2464940,46420.0,30310.0,45010.0,-0.021,partial:OEWS_May2025;EP_2020-30,0.5378787878787878,21,detailed,0,0,1,anchor
43-9071,"Office Machine Operators, Except Computer",43,c323,"Office Machine Operators, Except Computer",25130,43220.0,31750.0,40960.0,-0.135,partial:OEWS_May2025;EP_2020-30,0.2867647058823529,18,detailed,0,0,1,single
43-9081,Proofreaders and Copy Markers,43,c324,Proofreaders and Copy Markers,4580,54800.0,34510.0,51120.0,0.053,partial:OEWS_May2025;EP_2020-30,0.7875000000000001,11,detailed,0,0,1,single
43-9111,Statistical Assistants,43,c325,"Office and Administrative Support Workers, All Other (+1)",4710,55650.0,35990.0,50330.0,0.079,partial:OEWS_May2025;EP_2020-30,0.7826086956521738,14,detailed,0,0,2,merged
43-9199,"Office and Administrative Support Workers, All Other",43,c325,"Office and Administrative Support Workers, All Other (+1)",192260,48670.0,31090.0,45670.0,0.066,partial:OEWS_May2025;EP_2020-30,0.7826086956521738,0,detailed,0,1,2,merged
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45,c326,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",27960,62730.0,38990.0,59320.0,0.087,partial:OEWS_May2025;EP_2020-30,0.21929824561403508,30,detailed,0,0,1,single
45-2011,Agricultural Inspectors,45,c327,Agricultural Inspectors,14410,54910.0,37020.0,49940.0,0.091,partial:OEWS_May2025;EP_2020-30,0.29166666666666663,22,detailed,0,0,1,single
45-2021,Animal Breeders,45,c328,Animal Breeders,1330,57010.0,38480.0,51130.0,-0.032,partial:OEWS_May2025;EP_2020-30,0.12121212121212122,24,detailed,0,0,1,single
45-2041,"Graders and Sorters, Agricultural Products",45,c330,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse (+3)",25180,36430.0,29580.0,35730.0,-0.013999999999999999,partial:OEWS_May2025;EP_2020-30,0.07500000000000001,6,detailed,0,0,4,merged
45-2091,Agricultural Equipment Operators,45,c329,Agricultural Equipment Operators,28500,43710.0,33500.0,41730.0,0.129,partial:OEWS_May2025;EP_2020-30,0.0,17,detailed,0,0,1,single
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45,c330,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse (+3)",265500,37630.0,32900.0,35660.0,0.053,partial:OEWS_May2025;EP_2020-30,0.10714285714285714,30,detailed,0,0,4,merged
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45,c330,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse (+3)",32810,39260.0,27360.0,36670.0,-0.083,partial:OEWS_May2025;EP_2020-30,0.0703125,22,detailed,0,0,4,merged
45-2099,"Agricultural Workers, All Other",45,c330,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse (+3)",3620,45510.0,27760.0,39850.0,0.049,partial:OEWS_May2025;EP_2020-30,0.10090567423560394,0,detailed,0,1,4,merged
45-4011,Forest and Conservation Workers,45,c331,Logging Equipment Operators (+4),6050,43680.0,33780.0,43680.0,-0.08,partial:OEWS_May2025;EP_2020-30,0.05434782608695652,21,detailed,0,0,5,merged
45-4021,Fallers,45,c331,Logging Equipment Operators (+4),3130,57110.0,35180.0,52100.0,-0.013000000000000001,partial:OEWS_May2025;EP_2020-30,0.078125,19,detailed,0,0,5,merged
45-4022,Logging Equipment Operators,45,c331,Logging Equipment Operators (+4),21060,53190.0,35170.0,49740.0,0.081,partial:OEWS_May2025;EP_2020-30,0.125,9,detailed,0,0,5,merged
45-4023,Log Graders and Scalers,45,c331,Logging Equipment Operators (+4),3070,47770.0,34950.0,46330.0,0.077,partial:OEWS_May2025;EP_2020-30,0.18421052631578946,13,detailed,0,0,5,merged
45-4029,"Logging Workers, All Other",45,c331,Logging Equipment Operators (+4),1700,52910.0,36380.0,50840.0,0.063,partial:OEWS_May2025;EP_2020-30,0.11359451758759682,0,detailed,0,1,5,merged
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,47,c332,First-Line Supervisors of Construction Trades and Extraction Workers,812210,86450.0,53280.0,79920.0,0.062,partial:OEWS_May2025;EP_2020-30,0.325,30,detailed,0,0,1,anchor
47-2011,Boilermakers,47,c333,Boilermakers (+2),10190,80090.0,50490.0,76410.0,-0.01,partial:OEWS_May2025;EP_2020-30,0.015151515151515152,17,detailed,0,0,3,merged
47-2021,Brickmasons and Blockmasons,47,c335,Cement Masons and Concrete Finishers (+9),52550,68280.0,44820.0,62120.0,-0.053,partial:OEWS_May2025;EP_2020-30,0.019230769230769232,14,detailed,0,0,10,merged
47-2022,Stonemasons,47,c335,Cement Masons and Concrete Finishers (+9),7820,60710.0,39300.0,57390.0,-0.013999999999999999,partial:OEWS_May2025;EP_2020-30,0.0,17,detailed,0,0,10,merged
47-2031,Carpenters,47,c334,Carpenters,670090,65630.0,40410.0,60580.0,0.021,partial:OEWS_May2025;EP_2020-30,0.11666666666666667,29,detailed,0,0,1,anchor
47-2041,Carpet Installers,47,c335,Cement Masons and Concrete Finishers (+9),13780,56990.0,35450.0,50340.0,-0.059000000000000004,partial:OEWS_May2025;EP_2020-30,0.046875,16,detailed,0,0,10,merged
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",47,c335,Cement Masons and Concrete Finishers (+9),23640,61760.0,37600.0,56460.0,0.12300000000000001,partial:OEWS_May2025;EP_2020-30,0.0,14,detailed,0,0,10,merged
47-2043,Floor Sanders and Finishers,47,c335,Cement Masons and Concrete Finishers (+9),3720,52460.0,37070.0,50440.0,0.045,partial:OEWS_May2025;EP_2020-30,0.03571428571428571,7,detailed,0,0,10,merged
47-2044,Tile and Stone Setters,47,c335,Cement Masons and Concrete Finishers (+9),35850,59250.0,37140.0,55690.0,0.115,partial:OEWS_May2025;EP_2020-30,0.0625,25,detailed,0,0,10,merged
47-2051,Cement Masons and Concrete Finishers,47,c335,Cement Masons and Concrete Finishers (+9),206170,60050.0,39190.0,57020.0,-0.01,partial:OEWS_May2025;EP_2020-30,0.0,26,detailed,0,0,10,merged
47-2053,Terrazzo Workers and Finishers,47,c333,Boilermakers (+2),1180,84920.0,46090.0,76170.0,-0.085,partial:OEWS_May2025;EP_2020-30,0.011363636363636364,26,detailed,0,0,3,merged
47-2061,Construction Laborers,47,c336,Construction Laborers,1096780,52030.0,35090.0,47120.0,0.08,partial:OEWS_May2025;EP_2020-30,0.037500000000000006,32,detailed,0,0,1,anchor
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",47,c335,Cement Masons and Concrete Finishers (+9),41820,59000.0,38230.0,53340.0,0.055999999999999994,partial:OEWS_May2025;EP_2020-30,0.0,20,detailed,0,0,10,merged
47-2072,Pile Driver Operators,47,c333,Boilermakers (+2),2310,80710.0,48790.0,73300.0,0.048,partial:OEWS_May2025;EP_2020-30,0.0,5,detailed,0,0,3,merged
47-2073,Operating Engineers and Other Construction Equipment Operators,47,c337,Operating Engineers and Other Construction Equipment Operators,478090,66290.0,42190.0,59850.0,0.054000000000000006,partial:OEWS_May2025;EP_2020-30,0.07065217391304347,28,detailed,0,0,1,anchor
47-2081,Drywall and Ceiling Tile Installers,47,c335,Cement Masons and Concrete Finishers (+9),83080,63600.0,38460.0,58930.0,0.049,partial:OEWS_May2025;EP_2020-30,0.03125,26,detailed,0,0,10,merged
47-2082,Tapers,47,c335,Cement Masons and Concrete Finishers (+9),12840,72710.0,43670.0,68270.0,0.005,partial:OEWS_May2025;EP_2020-30,0.0,16,detailed,0,0,10,merged
47-2111,Electricians,47,c338,Electricians,757220,71490.0,42640.0,63190.0,0.091,partial:OEWS_May2025;EP_2020-30,0.14634146341463417,21,detailed,0,0,1,anchor
47-2121,Glaziers,47,c339,"Painters, Construction and Maintenance (+8)",58480,59720.0,37300.0,57080.0,0.047,partial:OEWS_May2025;EP_2020-30,0.057291666666666664,27,detailed,0,0,9,merged
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",47,c339,"Painters, Construction and Maintenance (+8)",44440,54740.0,37030.0,49120.0,0.049,partial:OEWS_May2025;EP_2020-30,0.07500000000000001,10,detailed,0,0,9,merged
47-2132,"Insulation Workers, Mechanical",47,c339,"Painters, Construction and Maintenance (+8)",25660,65530.0,42470.0,58340.0,0.051,partial:OEWS_May2025;EP_2020-30,0.045454545454545456,13,detailed,0,0,9,merged
47-2141,"Painters, Construction and Maintenance",47,c339,"Painters, Construction and Maintenance (+8)",225190,55420.0,37440.0,49400.0,0.052000000000000005,partial:OEWS_May2025;EP_2020-30,0.04285714285714286,19,detailed,0,0,9,merged
47-2142,Paperhangers,47,c339,"Painters, Construction and Maintenance (+8)",1570,53730.0,36020.0,52140.0,0.064,partial:OEWS_May2025;EP_2020-30,0.013513513513513514,20,detailed,0,0,9,merged
47-2151,Pipelayers,47,c339,"Painters, Construction and Maintenance (+8)",33050,54700.0,37730.0,49000.0,-0.015,partial:OEWS_May2025;EP_2020-30,0.017857142857142856,14,detailed,0,0,9,merged
47-2152,"Plumbers, Pipefitters, and Steamfitters",47,c340,"Plumbers, Pipefitters, and Steamfitters",465840,72170.0,44150.0,63800.0,0.05,partial:OEWS_May2025;EP_2020-30,0.06983965672990063,51,detailed,0,0,1,anchor
47-2161,Plasterers and Stucco Masons,47,c339,"Painters, Construction and Maintenance (+8)",19310,62050.0,39560.0,57660.0,0.068,partial:OEWS_May2025;EP_2020-30,0.057692307692307696,15,detailed,0,0,9,merged
47-2171,Reinforcing Iron and Rebar Workers,47,c339,"Painters, Construction and Maintenance (+8)",13800,66060.0,43310.0,58970.0,0.053,partial:OEWS_May2025;EP_2020-30,0.03571428571428571,7,detailed,0,0,9,merged
47-2181,Roofers,47,c339,"Painters, Construction and Maintenance (+8)",135490,58140.0,37460.0,55440.0,0.046,partial:OEWS_May2025;EP_2020-30,0.02,28,detailed,0,0,9,merged
47-2211,Sheet Metal Workers,47,c341,Sheet Metal Workers (+2),119770,67850.0,38630.0,61800.0,0.036000000000000004,partial:OEWS_May2025;EP_2020-30,0.05263157894736842,24,detailed,0,0,3,merged
47-2221,Structural Iron and Steel Workers,47,c341,Sheet Metal Workers (+2),68380,70280.0,44580.0,62780.0,0.059000000000000004,partial:OEWS_May2025;EP_2020-30,0.014285714285714285,20,detailed,0,0,3,merged
47-2231,Solar Photovoltaic Installers,47,c341,Sheet Metal Workers (+2),31350,57900.0,41600.0,53140.0,0.521,partial:OEWS_May2025;EP_2020-30,0.11,26,detailed,0,0,3,merged
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",47,c342,Helpers--Electricians (+6),14170,50920.0,36230.0,47550.0,-0.039,partial:OEWS_May2025;EP_2020-30,0.0,15,detailed,0,0,7,merged
47-3012,Helpers--Carpenters,47,c342,Helpers--Electricians (+6),21680,44050.0,31660.0,43780.0,0.006999999999999999,partial:OEWS_May2025;EP_2020-30,0.0,18,detailed,0,0,7,merged
47-3013,Helpers--Electricians,47,c342,Helpers--Electricians (+6),63630,44080.0,33020.0,42670.0,0.009000000000000001,partial:OEWS_May2025;EP_2020-30,0.012195121951219513,24,detailed,0,0,7,merged
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",47,c342,Helpers--Electricians (+6),7490,42440.0,31200.0,40470.0,0.068,partial:OEWS_May2025;EP_2020-30,0.0,11,detailed,0,0,7,merged
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",47,c342,Helpers--Electricians (+6),44330,43730.0,33590.0,42360.0,0.055999999999999994,partial:OEWS_May2025;EP_2020-30,0.0,15,detailed,0,0,7,merged
47-3016,Helpers--Roofers,47,c342,Helpers--Electricians (+6),6030,45150.0,30140.0,44160.0,0.048,partial:OEWS_May2025;EP_2020-30,0.0,18,detailed,0,0,7,merged
47-3019,"Helpers, Construction Trades, All Other",47,c342,Helpers--Electricians (+6),24770,45140.0,32900.0,42670.0,0.059000000000000004,partial:OEWS_May2025;EP_2020-30,0.004899098267151936,0,detailed,0,1,7,merged
47-4011,Construction and Building Inspectors,47,c343,Construction and Building Inspectors,146720,77730.0,47140.0,74690.0,-0.028999999999999998,partial:OEWS_May2025;EP_2020-30,0.308242220353238,40,detailed,0,0,1,single
47-4021,Elevator and Escalator Installers and Repairers,47,c344,Elevator and Escalator Installers and Repairers,23790,109820.0,59270.0,109910.0,0.061,partial:OEWS_May2025;EP_2020-30,0.13157894736842105,20,detailed,0,0,1,single
47-4031,Fence Erectors,47,c345,Highway Maintenance Workers (+3),24480,50530.0,35810.0,47980.0,0.043,partial:OEWS_May2025;EP_2020-30,0.038461538461538464,20,detailed,0,0,4,merged
47-4041,Hazardous Materials Removal Workers,47,c345,Highway Maintenance Workers (+3),51710,56430.0,38460.0,49450.0,0.066,partial:OEWS_May2025;EP_2020-30,0.056451612903225805,21,detailed,0,0,4,merged
47-4051,Highway Maintenance Workers,47,c345,Highway Maintenance Workers (+3),154960,53080.0,36230.0,50260.0,0.06,partial:OEWS_May2025;EP_2020-30,0.008064516129032258,19,detailed,0,0,4,merged
47-4061,Rail-Track Laying and Maintenance Equipment Operators,47,c346,Rail-Track Laying and Maintenance Equipment Operators,19580,68740.0,45640.0,70070.0,0.053,partial:OEWS_May2025;EP_2020-30,0.0,26,detailed,0,0,1,single
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,47,c345,Highway Maintenance Workers (+3),30650,53500.0,37040.0,49880.0,0.14300000000000002,partial:OEWS_May2025;EP_2020-30,0.0859375,22,detailed,0,0,4,merged
47-4090,Miscellaneous Construction and Related Workers,47,c347,Miscellaneous Construction and Related Workers,28380,55130.0,36510.0,49910.0,0.081,partial:OEWS_May2025;EP_2020-30,0.13125,32,detailed,0,0,1,single
47-5011,"Derrick Operators, Oil and Gas",47,c348,"Service Unit Operators, Oil and Gas (+7)",10590,60210.0,43380.0,58620.0,0.297,partial:OEWS_May2025;EP_2020-30,0.0,15,detailed,0,0,8,merged
47-5012,"Rotary Drill Operators, Oil and Gas",47,c348,"Service Unit Operators, Oil and Gas (+7)",12600,72130.0,47010.0,67890.0,0.264,partial:OEWS_May2025;EP_2020-30,0.039473684210526314,22,detailed,0,0,8,merged
47-5013,"Service Unit Operators, Oil and Gas",47,c348,"Service Unit Operators, Oil and Gas (+7)",43140,62470.0,38940.0,58160.0,0.22899999999999998,partial:OEWS_May2025;EP_2020-30,0.10483870967741934,19,detailed,0,0,8,merged
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",47,c349,"Excavating and Loading Machine and Dragline Operators, Surface Mining",34480,59930.0,41600.0,57430.0,0.045,partial:OEWS_May2025;EP_2020-30,0.0,16,detailed,0,0,1,single
47-5023,"Earth Drillers, Except Oil and Gas",47,c348,"Service Unit Operators, Oil and Gas (+7)",19450,62830.0,44460.0,60190.0,0.16899999999999998,partial:OEWS_May2025;EP_2020-30,0.125,30,minor,0,0,8,merged
47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",47,c348,"Service Unit Operators, Oil and Gas (+7)",5100,66640.0,40480.0,61390.0,0.16899999999999998,partial:OEWS_May2025;EP_2020-30,0.125,30,minor,0,0,8,merged
47-5041,Continuous Mining Machine Operators,47,c348,"Service Unit Operators, Oil and Gas (+7)",14000,65050.0,46770.0,61810.0,0.057,partial:OEWS_May2025;EP_2020-30,0.03,15,detailed,0,0,8,merged
47-5043,"Roof Bolters, Mining",47,c350,"Loading and Moving Machine Operators, Underground Mining (+1)",2160,78100.0,63750.0,78540.0,-0.069,partial:OEWS_May2025;EP_2020-30,0.0,14,detailed,0,0,2,merged
47-5044,"Loading and Moving Machine Operators, Underground Mining",47,c350,"Loading and Moving Machine Operators, Underground Mining (+1)",5930,71240.0,52030.0,74500.0,-0.055,partial:OEWS_May2025;EP_2020-30,0.05232558139534884,28,detailed,0,0,2,merged
47-5049,"Underground Mining Machine Operators, All Other",47,c348,"Service Unit Operators, Oil and Gas (+7)",3180,69860.0,49020.0,70130.0,0.16899999999999998,partial:OEWS_May2025;EP_2020-30,0.044311075338932186,0,minor,0,1,8,merged
47-5051,"Rock Splitters, Quarry",47,c351,"Roustabouts, Oil and Gas (+2)",3320,51500.0,37340.0,48740.0,0.06,partial:OEWS_May2025;EP_2020-30,0.07692307692307693,9,detailed,0,0,3,merged
47-5071,"Roustabouts, Oil and Gas",47,c351,"Roustabouts, Oil and Gas (+2)",44970,49200.0,36420.0,46960.0,0.295,partial:OEWS_May2025;EP_2020-30,0.0,13,detailed,0,0,3,merged
47-5081,Helpers--Extraction Workers,47,c351,"Roustabouts, Oil and Gas (+2)",6700,50620.0,36960.0,47730.0,0.23,partial:OEWS_May2025;EP_2020-30,0.03260869565217391,14,detailed,0,0,3,merged
47-5099,"Extraction Workers, All Other",47,c348,"Service Unit Operators, Oil and Gas (+7)",5540,57890.0,37530.0,57010.0,0.16899999999999998,partial:OEWS_May2025;EP_2020-30,0.044311075338932186,0,minor,0,1,8,merged
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",49,c352,"First-Line Supervisors of Mechanics, Installers, and Repairers",617500,85220.0,49600.0,79860.0,0.066,partial:OEWS_May2025;EP_2020-30,0.33974358974358976,22,detailed,0,0,1,anchor
49-2011,"Computer, Automated Teller, and Office Machine Repairers",49,c353,"Computer, Automated Teller, and Office Machine Repairers",65600,50880.0,35910.0,47810.0,-0.022000000000000002,partial:OEWS_May2025;EP_2020-30,0.2857142857142857,25,detailed,0,0,1,single
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",49,c356,"Electric Motor, Power Tool, and Related Repairers (+2)",11140,69870.0,44460.0,63520.0,0.039,partial:OEWS_May2025;EP_2020-30,0.09523809523809523,30,detailed,0,0,3,merged
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49,c354,"Telecommunications Equipment Installers and Repairers, Except Line Installers (+3)",140920,68500.0,44240.0,63890.0,-0.011000000000000001,partial:OEWS_May2025;EP_2020-30,0.2421875,40,detailed,0,0,4,merged
49-2091,Avionics Technicians,49,c355,Avionics Technicians,18830,83380.0,49410.0,82280.0,0.09699999999999999,partial:OEWS_May2025;EP_2020-30,0.19,13,detailed,0,0,1,single
49-2092,"Electric Motor, Power Tool, and Related Repairers",49,c356,"Electric Motor, Power Tool, and Related Repairers (+2)",14450,58610.0,37100.0,56210.0,0.069,partial:OEWS_May2025;EP_2020-30,0.0625,39,detailed,0,0,3,merged
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49,c357,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay (+1)",6940,83300.0,50750.0,84890.0,0.067,partial:OEWS_May2025;EP_2020-30,0.2,15,detailed,0,0,2,merged
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49,c354,"Telecommunications Equipment Installers and Repairers, Except Line Installers (+3)",65010,75570.0,46840.0,74090.0,0.045,partial:OEWS_May2025;EP_2020-30,0.2948717948717949,20,detailed,0,0,4,merged
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49,c357,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay (+1)",20720,100760.0,65730.0,103020.0,-0.024,partial:OEWS_May2025;EP_2020-30,0.25,16,detailed,0,0,2,merged
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",49,c356,"Electric Motor, Power Tool, and Related Repairers (+2)",8550,51560.0,35590.0,48420.0,-0.162,partial:OEWS_May2025;EP_2020-30,0.14583333333333331,12,detailed,0,0,3,merged
49-2097,Audiovisual Equipment Installers and Repairers,49,c354,"Telecommunications Equipment Installers and Repairers, Except Line Installers (+3)",19780,57930.0,36760.0,52600.0,-0.038,partial:OEWS_May2025;EP_2020-30,0.16666666666666666,11,detailed,0,0,4,merged
49-2098,Security and Fire Alarm Systems Installers,49,c354,"Telecommunications Equipment Installers and Repairers, Except Line Installers (+3)",86340,60960.0,38800.0,60070.0,0.16399999999999998,partial:OEWS_May2025;EP_2020-30,0.175,16,detailed,0,0,4,merged
49-3011,Aircraft Mechanics and Service Technicians,49,c358,Aircraft Mechanics and Service Technicians,138090,84740.0,48780.0,79870.0,0.11800000000000001,partial:OEWS_May2025;EP_2020-30,0.09701492537313433,38,detailed,0,0,1,single
49-3021,Automotive Body and Related Repairers,49,c361,Bus and Truck Mechanics and Diesel Engine Specialists (+5),149310,59690.0,36910.0,54890.0,0.053,partial:OEWS_May2025;EP_2020-30,0.0425531914893617,25,detailed,0,0,6,merged
49-3022,Automotive Glass Installers and Repairers,49,c359,Automotive Glass Installers and Repairers,20310,50430.0,35390.0,47630.0,0.08800000000000001,partial:OEWS_May2025;EP_2020-30,0.0,18,detailed,0,0,1,single
49-3023,Automotive Service Technicians and Mechanics,49,c360,Automotive Service Technicians and Mechanics,704640,56420.0,34660.0,50620.0,0.003,partial:OEWS_May2025;EP_2020-30,0.07727272727272727,30,detailed,0,0,1,anchor
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,49,c361,Bus and Truck Mechanics and Diesel Engine Specialists (+5),289960,64320.0,44530.0,61770.0,0.078,partial:OEWS_May2025;EP_2020-30,0.0,26,detailed,0,0,6,merged
49-3041,Farm Equipment Mechanics and Service Technicians,49,c362,"Mobile Heavy Equipment Mechanics, Except Engines (+1)",37870,57290.0,37470.0,56550.0,0.111,partial:OEWS_May2025;EP_2020-30,0.14423076923076922,14,detailed,0,0,2,merged
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",49,c362,"Mobile Heavy Equipment Mechanics, Except Engines (+1)",176600,69240.0,46820.0,65510.0,0.11699999999999999,partial:OEWS_May2025;EP_2020-30,0.1125,20,detailed,0,0,2,merged
49-3043,Rail Car Repairers,49,c361,Bus and Truck Mechanics and Diesel Engine Specialists (+5),21350,70680.0,46800.0,67530.0,0.052000000000000005,partial:OEWS_May2025;EP_2020-30,0.08064516129032258,20,detailed,0,0,6,merged
49-3051,Motorboat Mechanics and Service Technicians,49,c361,Bus and Truck Mechanics and Diesel Engine Specialists (+5),23220,58070.0,36950.0,57550.0,0.133,partial:OEWS_May2025;EP_2020-30,0.057692307692307696,13,detailed,0,0,6,merged
49-3052,Motorcycle Mechanics,49,c361,Bus and Truck Mechanics and Diesel Engine Specialists (+5),13510,52370.0,34770.0,48580.0,0.096,partial:OEWS_May2025;EP_2020-30,0.0,13,detailed,0,0,6,merged
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,49,c363,Outdoor Power Equipment and Other Small Engine Mechanics,36060,49990.0,34670.0,47880.0,0.067,partial:OEWS_May2025;EP_2020-30,0.14285714285714285,14,detailed,0,0,1,single
49-3091,Bicycle Repairers,49,c364,Tire Repairers and Changers (+1),12170,42730.0,31220.0,42780.0,0.037000000000000005,partial:OEWS_May2025;EP_2020-30,0.08620689655172414,16,detailed,0,0,2,merged
49-3092,Recreational Vehicle Service Technicians,49,c361,Bus and Truck Mechanics and Diesel Engine Specialists (+5),17430,56440.0,36120.0,52000.0,0.172,partial:OEWS_May2025;EP_2020-30,0.07575757575757576,17,detailed,0,0,6,merged
49-3093,Tire Repairers and Changers,49,c364,Tire Repairers and Changers (+1),108410,40170.0,30010.0,37710.0,0.018000000000000002,partial:OEWS_May2025;EP_2020-30,0.0,26,detailed,0,0,2,merged
49-9011,Mechanical Door Repairers,49,c369,Telecommunications Line Installers and Repairers (+9),27120,57540.0,38490.0,55720.0,0.122,partial:OEWS_May2025;EP_2020-30,0.10227272727272727,25,detailed,0,0,10,merged
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",49,c369,Telecommunications Line Installers and Repairers (+9),48240,76210.0,45910.0,74340.0,0.023,partial:OEWS_May2025;EP_2020-30,0.10119047619047618,39,detailed,0,0,10,merged
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49,c365,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",409670,64780.0,40050.0,61010.0,0.05,partial:OEWS_May2025;EP_2020-30,0.12280701754385964,30,detailed,0,0,1,anchor
49-9031,Home Appliance Repairers,49,c366,Home Appliance Repairers (+2),32150,56040.0,36190.0,50990.0,-0.036000000000000004,partial:OEWS_May2025;EP_2020-30,0.12727272727272726,31,detailed,0,0,3,merged
49-9041,Industrial Machinery Mechanics,49,c367,Industrial Machinery Mechanics,439640,68460.0,46120.0,64520.0,0.213,partial:OEWS_May2025;EP_2020-30,0.2096774193548387,16,detailed,0,0,1,anchor
49-9043,"Maintenance Workers, Machinery",49,c369,Telecommunications Line Installers and Repairers (+9),60020,64610.0,42000.0,60850.0,0.107,partial:OEWS_May2025;EP_2020-30,0.12857142857142856,18,detailed,0,0,10,merged
49-9044,Millwrights,49,c369,Telecommunications Line Installers and Repairers (+9),40330,69780.0,46290.0,65700.0,0.10300000000000001,partial:OEWS_May2025;EP_2020-30,0.03260869565217391,23,detailed,0,0,10,merged
49-9045,"Refractory Materials Repairers, Except Brickmasons",49,c369,Telecommunications Line Installers and Repairers (+9),1080,63770.0,40590.0,61290.0,-0.145,partial:OEWS_May2025;EP_2020-30,0.0,16,detailed,0,0,10,merged
49-9051,Electrical Power-Line Installers and Repairers,49,c368,Electrical Power-Line Installers and Repairers (+1),131070,91970.0,51470.0,95320.0,0.013000000000000001,partial:OEWS_May2025;EP_2020-30,0.0,23,detailed,0,0,2,merged
49-9052,Telecommunications Line Installers and Repairers,49,c369,Telecommunications Line Installers and Repairers (+9),97720,73940.0,45310.0,74330.0,-0.006999999999999999,partial:OEWS_May2025;EP_2020-30,0.03125,20,detailed,0,0,10,merged
49-9061,Camera and Photographic Equipment Repairers,49,c366,Home Appliance Repairers (+2),1650,56040.0,34320.0,52720.0,0.08,partial:OEWS_May2025;EP_2020-30,0.13999999999999999,15,detailed,0,0,3,merged
49-9062,Medical Equipment Repairers,49,c370,Medical Equipment Repairers,65990,65930.0,38490.0,61660.0,0.07200000000000001,partial:OEWS_May2025;EP_2020-30,0.28787878787878785,19,detailed,0,0,1,single
49-9063,Musical Instrument Repairers and Tuners,49,c373,"Helpers--Installation, Maintenance, and Repair Workers (+2)",5380,49960.0,31220.0,46420.0,-0.039,partial:OEWS_May2025;EP_2020-30,0.00980392156862745,37,detailed,0,0,3,merged
